QualifyID;RaceID;DriverID;ConstructorID;Position;Q1_Lap_Time;Q2_Lap_Time;Q3_Lap_Time
1852;208;63;25;22;79.274;;
1853;209;35;3;1;84.473;;
1854;209;49;3;2;85.271;;
1855;209;44;20;3;85.491;;
1856;209;30;6;4;85.773;;
1857;209;22;24;5;85.942;;
1858;209;23;17;6;86.218;;
1859;209;56;6;7;86.327;;
1860;209;65;15;8;86.564;;
1861;209;21;17;9;86.619;;
1862;209;14;1;10;86.799;;
1863;209;55;22;11;87.076;;
1864;209;77;22;12;87.259;;
1865;209;71;21;13;87.281;;
1866;209;78;15;14;87.69;;
1867;209;76;24;15;88.035;;
1868;209;50;25;16;88.094;;
1869;209;57;1;17;88.135;;
1870;209;15;18;18;88.16;;
1871;209;63;25;19;88.224;;
1872;209;75;20;20;88.366;;
1873;209;79;18;21;88.413;;
1874;209;64;21;22;88.696;;
1875;210;35;3;1;83.303;;
1876;210;49;3;2;83.646;;
1877;210;30;6;3;83.955;;
1878;210;44;20;4;84.075;;
1879;210;23;17;5;84.081;;
1880;210;21;17;6;84.596;;
1881;210;65;15;7;84.723;;
1882;210;57;1;8;84.812;;
1883;210;56;6;9;84.862;;
1884;210;14;1;10;85.077;;
1885;210;77;22;11;85.371;;
1886;210;78;15;12;85.554;;
1887;210;22;24;13;85.579;;
1888;210;55;22;14;85.729;;
1889;210;71;21;15;85.743;;
1890;210;76;24;16;86.192;;
1891;210;64;21;17;86.253;;
1892;210;75;20;18;86.712;;
1893;210;63;25;19;86.852;;
1894;210;15;18;20;86.96;;
1895;210;50;25;21;87.428;;
1896;210;79;18;22;88.727;;
1897;211;49;3;1;78.216;;
1898;211;30;6;2;78.235;;
1899;211;35;3;3;78.583;;
1900;211;21;17;4;78.665;;
1901;211;14;1;5;78.779;;
1902;211;23;17;6;78.943;;
1903;211;65;15;7;79.105;;
1904;211;57;1;8;79.119;;
1905;211;55;22;9;79.263;;
1906;211;22;24;10;79.295;;
1907;211;78;15;11;79.468;;
1908;211;44;20;12;79.626;;
1909;211;71;21;13;79.674;;
1910;211;63;25;14;79.694;;
1911;211;56;6;15;79.723;;
1912;211;64;21;16;79.86;;
1913;211;77;22;17;80.199;;
1914;211;15;18;18;80.349;;
1915;211;76;24;19;80.516;;
1916;211;79;18;20;80.606;;
1917;211;75;20;21;80.961;;
1918;211;50;25;22;81.29;;
1919;212;35;3;1;76.525;;
1920;212;49;3;2;76.791;;
1921;212;14;1;3;77.521;;
1922;212;55;22;4;77.717;;
1923;212;57;1;5;77.737;;
1924;212;77;22;6;78.041;;
1925;212;30;6;7;78.313;;
1926;212;21;17;8;78.385;;
1927;212;23;17;9;78.423;;
1928;212;65;15;10;78.494;;
1929;212;56;6;11;78.873;;
1930;212;44;20;12;79.157;;
1931;212;81;15;13;79.323;;
1932;212;63;25;14;80.079;;
1933;212;71;21;15;80.089;;
1934;212;75;20;16;80.103;;
1935;212;22;24;17;80.255;;
1936;212;15;18;18;80.452;;
1937;212;50;25;19;80.582;;
1938;212;79;18;20;80.672;;
1939;212;64;21;21;81.029;;
1940;212;76;24;22;81.06;;
1941;213;30;6;1;78.095;;
1942;213;35;3;2;78.108;;
1943;213;22;24;3;78.388;;
1944;213;49;3;4;78.464;;
1945;213;14;1;5;78.466;;
1946;213;21;17;6;78.75;;
1947;213;23;17;7;78.869;;
1948;213;55;22;8;78.899;;
1949;213;57;1;9;78.916;;
1950;213;44;20;10;79.034;;
1951;213;25;22;11;79.286;;
1952;213;56;6;12;79.503;;
1953;213;65;15;13;79.622;;
1954;213;50;25;14;80.102;;
1955;213;71;21;15;80.129;;
1956;213;64;21;16;80.175;;
1957;213;63;25;17;80.336;;
1958;213;81;15;18;80.357;;
1959;213;75;20;19;80.37;;
1960;213;15;18;20;80.37;;
1961;213;76;24;21;80.491;;
1962;213;79;18;22;81.034;;
1963;214;30;6;1;74.548;;
1964;214;49;3;2;74.749;;
1965;214;23;17;3;74.755;;
1966;214;35;3;4;74.8;;
1967;214;56;6;5;74.86;;
1968;214;15;20;6;74.957;;
1969;214;25;22;7;74.986;;
1970;214;55;22;8;75.228;;
1971;214;14;1;9;75.27;;
1972;214;57;1;10;75.339;;
1973;214;21;17;11;75.453;;
1974;214;22;24;12;75.876;;
1975;214;75;20;13;75.876;;
1976;214;65;15;14;76.018;;
1977;214;76;24;15;76.149;;
1978;214;64;21;16;76.536;;
1979;214;71;21;17;76.729;;
1980;214;50;25;18;76.941;;
1981;214;63;25;19;77.256;;
1982;214;82;15;20;77.538;;
1983;214;79;18;21;77.563;;
1984;214;58;18;22;78.28;;
1985;215;35;3;1;81.598;;
1986;215;49;3;2;81.732;;
1987;215;57;1;3;81.797;;
1988;215;30;6;4;81.977;;
1989;215;23;17;5;82.277;;
1990;215;14;1;6;82.279;;
1991;215;56;6;7;82.342;;
1992;215;25;22;8;82.344;;
1993;215;65;15;9;82.368;;
1994;215;21;17;10;82.371;;
1995;215;55;22;11;82.392;;
1996;215;71;21;12;83.271;;
1997;215;15;20;13;83.366;;
1998;215;75;20;14;83.887;;
1999;215;76;24;15;84.067;;
2000;215;64;21;16;84.239;;
2001;215;63;25;17;84.478;;
2002;215;79;18;18;84.553;;
2003;215;50;25;19;85.01;;
2004;215;58;18;20;85.154;;
2005;215;22;24;21;85.525;;
2006;215;82;15;22;;;
2007;216;77;22;1;101.873;;
2008;216;21;17;2;101.896;;
2009;216;57;1;3;102.034;;
2010;216;30;6;4;102.181;;
2011;216;49;3;5;102.421;;
2012;216;55;22;6;102.493;;
2013;216;23;17;7;102.498;;
2014;216;14;1;8;102.687;;
2015;216;35;3;9;102.967;;
2016;216;56;6;10;103.209;;
2017;216;15;20;11;103.226;;
2018;216;22;24;12;103.272;;
2019;216;71;21;13;103.361;;
2020;216;65;15;14;103.66;;
2021;216;76;24;15;103.927;;
2022;216;64;21;16;104.069;;
2023;216;75;20;17;104.112;;
2024;216;82;15;18;104.552;;
2025;216;63;25;19;105.372;;
2026;216;50;25;20;105.811;;
2027;216;58;18;21;105.942;;
2028;216;79;18;22;106.499;;
2029;224;35;3;1;92.371;;
2030;224;71;3;2;92.509;;
2031;224;56;6;3;92.889;;
2032;224;30;6;4;93.125;;
2033;224;57;1;5;94.054;;
2034;224;55;22;6;94.257;;
2035;224;77;22;7;94.344;;
2036;224;22;17;8;94.474;;
2037;224;49;15;9;94.494;;
2038;224;63;25;10;94.832;;
2039;224;44;27;11;95.33;;
2040;224;50;29;12;95.338;;
2041;224;14;1;13;95.351;;
2042;224;65;15;14;95.453;;
2043;224;79;25;15;95.715;;
2044;224;21;18;16;95.898;;
2045;224;83;18;17;96.109;;
2046;224;73;29;18;96.198;;
2047;224;84;17;19;96.286;;
2048;224;64;27;20;96.298;;
2049;225;71;3;1;78.111;;
2050;225;22;17;2;79.092;;
2051;225;35;3;3;79.254;;
2052;225;30;6;4;79.474;;
2053;225;55;22;5;79.484;;
2054;225;84;17;6;79.519;;
2055;225;57;1;7;79.607;;
2056;225;77;22;8;79.762;;
2057;225;49;15;9;79.799;;
2058;225;56;6;10;79.951;;
2059;225;63;25;11;80,000;;
2060;225;65;15;12;80.144;;
2061;225;50;29;13;80.157;;
2062;225;14;1;14;80.167;;
2063;225;44;27;15;80.426;;
2064;225;79;25;16;80.427;;
2065;225;73;29;17;80.44;;
2066;225;83;18;18;81.491;;
2067;225;69;28;19;83.174;;
2068;225;85;28;20;83.454;;
2069;225;58;18;21;;;
2070;225;64;27;22;;;
2071;226;71;3;1;90.346;;
2072;226;30;6;2;90.598;;
2073;226;35;3;3;90.907;;
2074;226;55;22;4;91.038;;
2075;226;77;22;5;91.262;;
2076;226;22;17;6;91.404;;
2077;226;50;29;7;91.615;;
2078;226;57;1;8;91.801;;
2079;226;14;1;9;92.001;;
2080;226;56;6;10;92.058;;
2081;226;49;15;11;92.13;;
2082;226;44;27;12;92.177;;
2083;226;79;25;13;92.407;;
2084;226;58;18;14;92.502;;
2085;226;84;17;15;92.696;;
2086;226;63;25;16;92.903;;
2087;226;65;15;17;93.256;;
2088;226;64;27;18;93.424;;
2089;226;83;18;19;93.727;;
2090;226;73;29;20;93.752;;
2091;226;69;28;21;94.83;;
2092;226;85;28;22;95.651;;
2093;227;71;3;1;78.941;;
2094;227;35;3;2;79.721;;
2095;227;30;6;3;80.149;;
2096;227;55;22;4;80.711;;
2097;227;22;17;5;80.818;;
2098;227;14;1;6;80.888;;
2099;227;56;6;7;80.931;;
2100;227;77;22;8;81.054;;
2101;227;57;1;9;81.078;;
2102;227;49;15;10;81.113;;
2103;227;84;17;11;81.177;;
2104;227;65;15;12;81.21;;
2105;227;50;29;13;81.367;;
2106;227;63;25;14;81.458;;
2107;227;44;27;15;81.509;;
2108;227;79;25;16;81.812;;
2109;227;64;27;17;82.733;;
2110;227;21;18;18;82.921;;
2111;227;83;18;19;83.139;;
2112;227;73;29;20;83.62;;
2113;228;30;6;1;86.89;;
2114;228;71;3;2;87.105;;
2115;228;35;3;3;87.22;;
2116;228;14;1;4;87.688;;
2117;228;55;22;5;88.009;;
2118;228;56;6;6;88.205;;
2119;228;77;22;7;88.336;;
2120;228;63;25;8;88.423;;
2121;228;22;17;9;88.632;;
2122;228;49;15;10;88.785;;
2123;228;57;1;11;89.079;;
2125;228;44;27;13;89.472;;
2126;228;50;29;14;89.539;;
2127;228;65;15;15;89.541;;
2128;228;79;25;16;89.892;;
2129;228;64;27;17;89.989;;
2130;228;83;18;18;90.471;;
2131;228;21;18;19;90.814;;
2132;228;73;29;20;91.316;;
2133;228;69;28;21;92.037;;
2134;229;30;6;1;80.356;;
2135;229;71;3;2;80.866;;
2136;229;55;22;3;80.918;;
2137;229;77;22;4;81.067;;
2138;229;14;1;5;81.46;;
2139;229;22;17;6;81.504;;
2140;229;56;6;7;81.542;;
2141;229;57;1;8;81.688;;
2142;229;49;15;9;81.929;;
2143;229;35;3;10;81.963;;
2144;229;63;25;11;82.235;;
2145;229;50;29;12;82.327;;
2146;229;65;15;13;82.346;;
2147;229;44;27;14;82.358;;
2148;229;79;25;15;82.46;;
2149;229;84;17;16;82.519;;
2150;229;64;27;17;82.682;;
2151;229;21;18;18;82.684;;
2152;229;83;18;19;83.35;;
2153;229;73;29;20;84.976;;
2154;229;69;28;21;85.059;;
2155;229;85;28;22;85.393;;
2156;230;71;3;1;80.65;;
2157;230;35;3;2;81.084;;
2158;230;30;6;3;81.587;;
2159;230;55;22;4;82.061;;
2160;230;77;22;5;82.125;;
2161;230;56;6;6;82.333;;
2162;230;22;17;7;82.379;;
2163;230;44;27;8;82.685;;
2164;230;65;15;9;83.027;;
2165;230;57;1;10;83.07;;
2166;230;49;15;11;83.195;;
2167;230;63;25;12;83.224;;
2168;230;50;29;13;83.371;;
2169;230;14;1;14;83.416;;
2170;230;84;17;15;83.438;;
2171;230;79;25;16;84.401;;
2172;230;64;27;17;84.468;;
2173;230;83;18;18;85.274;;
2174;230;21;18;19;85.531;;
2175;230;73;29;20;85.621;;
2176;240;71;3;1;80.081;;
2177;240;30;22;2;80.382;;
2178;240;14;3;3;80.422;;
2179;240;65;22;4;80.888;;
2180;240;77;6;5;80.906;;
2181;240;55;6;6;81.041;;
2182;240;57;1;7;81.399;;
2183;240;56;17;8;81.749;;
2184;240;87;1;9;81.779;;
2185;240;44;27;10;81.914;;
2186;240;79;25;11;82.325;;
2187;240;63;25;12;82.416;;
2188;240;81;29;13;82.468;;
2189;240;49;15;14;82.872;;
2190;240;88;27;15;82.971;;
2191;240;22;17;16;82.975;;
2192;240;94;18;17;84.383;;
2193;240;69;18;18;84.443;;
2194;240;91;15;19;84.723;;
2195;240;92;30;20;85.127;;
2196;240;89;29;21;85.225;;
2197;240;85;30;22;85.886;;
2198;240;90;28;23;86.269;;
2199;240;50;31;24;87.323;;
2200;240;64;28;25;87.792;;
2201;240;93;31;26;88.106;;
2202;241;14;3;1;113.241;;
2203;241;71;3;2;114.057;;
2204;241;30;22;3;114.272;;
2205;241;56;17;4;114.381;;
2206;241;57;1;5;114.529;;
2207;241;55;6;6;114.637;;
2208;241;63;25;7;114.757;;
2209;241;77;6;8;115.276;;
2210;241;49;15;9;115.583;;
2211;241;22;17;10;116.114;;
2212;241;65;22;11;117.068;;
2213;241;81;29;12;117.092;;
2214;241;69;18;13;117.167;;
2215;241;50;31;14;117.231;;
2216;241;79;25;15;117.484;;
2217;241;94;18;16;118.066;;
2218;241;87;1;17;118.66;;
2219;241;44;27;18;118.824;;
2220;241;88;27;19;118.882;;
2221;241;93;31;20;119.539;;
2222;241;91;15;21;120.751;;
2223;241;85;30;22;121.763;;
2224;241;92;30;23;124.05;;
2225;241;90;28;24;124.481;;
2226;241;64;28;25;125.932;;
2227;241;89;29;26;127.298;;
2228;242;30;22;1;87.274;;
2229;242;77;6;2;87.282;;
2230;242;14;3;3;87.459;;
2231;242;71;3;4;87.512;;
2232;242;55;6;5;87.813;;
2233;242;57;1;6;88.343;;
2234;242;56;17;7;88.516;;
2235;242;65;22;8;89.35;;
2236;242;95;1;9;89.517;;
2237;242;22;17;10;89.551;;
2238;242;81;29;11;89.582;;
2239;242;44;27;12;90.76;;
2240;242;63;25;13;91.035;;
2241;242;49;15;14;91.358;;
2242;242;79;25;15;91.63;;
2243;242;88;27;16;91.913;;
2244;242;50;31;17;92.156;;
2245;242;94;18;18;92.445;;
2246;242;89;29;19;92.71;;
2247;242;69;18;20;93.071;;
2248;242;91;15;21;93.494;;
2249;242;92;30;22;93.892;;
2250;242;93;31;23;93.965;;
2251;242;85;30;24;95.169;;
2252;242;90;28;25;96.065;;
2253;242;64;28;26;96.624;;
2254;243;30;22;1;81.452;;
2255;243;55;6;2;82.052;;
2256;243;77;6;3;82.071;;
2257;243;14;3;4;82.332;;
2258;243;71;3;5;82.349;;
2259;243;56;17;6;83.352;;
2260;243;65;22;7;83.536;;
2261;243;22;17;8;83.705;;
2262;243;57;1;9;83.833;;
2263;243;95;1;10;83.927;;
2264;243;84;27;11;84.727;;
2265;243;49;15;12;84.802;;
2266;243;63;25;13;84.971;;
2267;243;81;29;14;85.053;;
2268;243;44;27;15;85.204;;
2269;243;50;31;16;85.827;;
2270;243;79;25;17;85.946;;
2271;243;89;29;18;86.059;;
2272;243;94;18;19;86.619;;
2273;243;91;15;20;87.007;;
2274;243;69;18;21;87.345;;
2275;243;93;31;22;87.575;;
2276;243;85;30;23;88.094;;
2277;243;92;30;24;88.598;;
2278;243;90;28;25;88.963;;
2279;243;64;28;26;89.54;;
2280;244;71;3;1;81.952;;
2281;244;30;22;2;82.742;;
2282;244;14;3;3;83.109;;
2283;244;77;6;4;83.22;;
2284;244;55;6;5;83.754;;
2285;244;57;1;6;83.857;;
2286;244;65;22;7;83.885;;
2287;244;84;27;8;84.447;;
2288;244;56;17;9;84.857;;
2289;244;87;1;10;84.933;;
2290;244;22;17;11;85.081;;
2291;244;44;27;12;85.125;;
2292;244;81;29;13;85.447;;
2293;244;49;15;14;85.661;;
2294;244;79;25;15;85.808;;
2295;244;69;18;16;85.969;;
2296;244;63;25;17;86.473;;
2297;244;94;18;18;86.913;;
2298;244;96;15;19;87.145;;
2299;244;93;31;20;88.337;;
2300;244;92;30;21;89.039;;
2301;244;64;28;22;89.244;;
2302;244;50;31;23;89.391;;
2303;244;90;28;24;89.608;;
2304;244;85;30;25;90.149;;
2305;244;89;29;26;91.542;;
2306;245;30;22;1;87.661;;
2307;245;71;3;2;88.039;;
2308;245;14;3;3;88.091;;
2309;245;77;6;4;88.189;;
2310;245;55;6;5;88.474;;
2311;245;65;22;6;88.498;;
2312;245;57;1;7;88.91;;
2313;245;56;17;8;89.021;;
2314;245;22;17;9;89.171;;
2315;245;87;1;10;89.641;;
2316;245;44;27;11;89.809;;
2317;245;49;15;12;90.017;;
2318;245;81;29;13;90.159;;
2319;245;84;27;14;90.255;;
2320;245;63;25;15;90.657;;
2321;245;79;25;16;91.382;;
2322;245;94;18;17;91.445;;
2323;245;96;15;18;91.838;;
2324;245;69;18;19;91.853;;
2325;245;92;30;20;92.841;;
2326;245;85;30;21;92.894;;
2327;245;89;29;22;92.995;;
2328;245;90;28;23;94,000;;
2329;245;64;28;24;94.982;;
2330;246;71;3;1;77.225;;
2331;246;30;22;2;77.512;;
2332;246;14;3;3;77.925;;
2333;246;55;6;4;78.761;;
2334;246;22;17;5;78.81;;
2335;246;44;27;6;79.047;;
2336;246;77;6;7;79.051;;
2337;246;57;1;8;79.238;;
2338;246;84;27;9;79.384;;
2339;246;65;22;10;79.555;;
2340;246;56;17;11;79.845;;
2341;246;49;15;12;80.309;;
2342;246;87;1;13;80.527;;
2343;246;63;25;14;80.796;;
2344;246;96;15;15;80.943;;
2345;246;81;29;16;81.076;;
2346;246;69;18;17;81.323;;
2347;246;89;29;18;81.894;;
2348;246;79;25;19;81.93;;
2349;246;94;18;20;82.104;;
2350;246;85;30;21;83.466;;
2351;246;92;30;22;83.647;;
2352;246;64;28;23;84.184;;
2353;246;90;28;24;84.865;;
2354;247;71;3;1;88.124;;
2355;247;30;22;2;88.397;;
2356;247;14;3;3;88.947;;
2357;247;77;6;4;89.657;;
2358;247;65;22;5;89.867;;
2359;247;55;6;6;89.874;;
2360;247;56;17;7;90.083;;
2361;247;57;1;8;90.14;;
2362;247;22;17;9;90.354;;
2363;247;87;1;10;90.453;;
2364;247;84;27;11;90.946;;
2365;247;49;15;12;91.602;;
2366;247;44;27;13;91.842;;
2367;247;79;25;14;92.087;;
2368;247;94;18;15;92.259;;
2369;247;96;15;16;93.166;;
2370;247;97;29;17;94.154;;
2371;247;69;18;18;94.556;;
2372;247;89;29;19;95.323;;
2373;247;64;28;20;96.023;;
2374;247;92;30;21;96.076;;
2375;247;90;28;22;96.651;;
2376;247;63;25;23;108.639;;
2377;247;85;30;24;112.398;;
2378;248;71;3;1;104.385;;
2379;248;30;22;2;104.465;;
2380;248;14;3;3;104.54;;
2381;248;77;6;4;105.553;;
2382;248;22;17;5;105.765;;
2383;248;56;17;6;105.846;;
2384;248;57;1;7;105.849;;
2385;248;87;1;8;106.221;;
2386;248;65;22;9;106.315;;
2387;248;55;6;10;106.356;;
2388;248;49;15;11;106.801;;
2389;248;44;27;12;107.372;;
2390;248;63;25;13;107.507;;
2391;248;96;15;14;107.636;;
2392;248;97;29;15;108.093;;
2393;248;69;18;16;109.302;;
2394;248;79;25;17;109.402;;
2395;248;88;27;18;109.716;;
2396;248;89;29;19;109.892;;
2397;248;94;18;20;109.99;;
2398;248;64;28;21;112.961;;
2399;248;90;28;22;113.405;;
2400;248;85;30;23;113.492;;
2401;248;86;30;24;114.625;;
2402;249;71;3;1;76.982;;
2403;249;14;3;2;77.366;;
2404;249;30;22;3;77.558;;
2405;249;77;6;4;78.059;;
2406;249;57;1;5;78.363;;
2407;249;55;6;6;78.968;;
2408;249;56;17;7;79.499;;
2409;249;84;27;8;79.748;;
2410;249;65;22;9;80.072;;
2411;249;44;27;10;80.16;;
2412;249;49;15;11;80.413;;
2413;249;69;18;12;80.543;;
2414;249;87;1;13;80.64;;
2415;249;22;17;14;80.902;;
2416;249;83;18;15;81.156;;
2417;249;63;25;16;81.624;;
2418;249;79;25;17;81.702;;
2419;249;89;29;18;82.081;;
2420;249;96;15;19;82.161;;
2421;249;97;29;20;83.275;;
2422;249;90;28;21;84.351;;
2423;249;85;30;22;84.371;;
2424;249;64;28;23;84.695;;
2425;249;86;30;24;86.57;;
2426;250;77;6;1;114.392;;
2427;250;55;6;2;114.631;;
2428;250;57;1;3;115.435;;
2429;250;65;22;4;116.085;;
2430;250;14;3;5;116.254;;
2431;250;87;1;6;116.622;;
2432;250;56;17;7;117.001;;
2433;250;71;3;8;117.768;;
2434;250;44;27;9;118.021;;
2435;250;49;15;10;118.148;;
2436;250;63;25;11;118.224;;
2437;250;22;17;12;118.293;;
2438;250;84;27;13;118.314;;
2439;250;96;15;14;118.356;;
2440;250;79;25;15;118.551;;
2441;250;30;22;16;119.079;;
2442;250;83;18;17;119.256;;
2443;250;89;29;18;120.99;;
2444;250;69;18;19;121.013;;
2445;250;97;29;20;121.685;;
2446;250;85;30;21;122.405;;
2447;250;90;28;22;123.817;;
2448;250;86;30;23;126.407;;
2449;250;64;28;24;129.537;;
2450;251;14;3;1;84.462;;
2451;251;30;22;2;85.026;;
2452;251;77;6;3;85.353;;
2453;251;71;3;4;85.699;;
2454;251;55;6;5;85.707;;
2455;251;22;17;6;85.919;;
2456;251;57;1;7;85.92;;
2457;251;65;22;8;86.433;;
2458;251;87;1;9;86.472;;
2459;251;49;15;10;86.541;;
2460;251;84;27;11;87.067;;
2461;251;56;17;12;87.271;;
2462;251;44;27;13;87.384;;
2463;251;96;15;14;88.741;;
2464;251;97;29;15;88.87;;
2465;251;63;25;16;89.028;;
2466;251;79;25;17;89.287;;
2467;251;69;18;18;89.559;;
2468;251;83;18;19;89.936;;
2469;251;89;29;20;90.515;;
2470;251;85;30;21;90.721;;
2471;251;90;28;22;90.834;;
2472;251;64;28;23;92.102;;
2473;251;86;30;24;92.47;;
2474;252;14;3;1;80.537;;
2475;252;71;3;2;80.905;;
2476;252;30;22;3;81.301;;
2477;252;77;6;4;81.97;;
2478;252;49;15;5;82.226;;
2479;252;65;22;6;82.322;;
2480;252;55;6;7;82.391;;
2481;252;22;17;8;82.538;;
2482;252;84;27;9;82.588;;
2483;252;56;17;10;82.831;;
2484;252;44;27;11;82.904;;
2485;252;87;1;12;82.914;;
2486;252;57;1;13;83.064;;
2487;252;96;15;14;83.934;;
2488;252;63;25;15;83.936;;
2489;252;79;25;16;84.287;;
2490;252;83;18;17;84.657;;
2491;252;69;18;18;84.778;;
2492;252;89;29;19;84.883;;
2493;252;97;29;20;85.179;;
2494;252;85;30;21;86.172;;
2495;252;64;28;22;87.292;;
2496;252;90;28;23;87.523;;
2497;252;98;30;24;92.769;;
2498;253;14;3;1;78.738;;
2499;253;71;3;2;78.972;;
2500;253;30;22;3;79.15;;
2501;253;77;6;4;79.821;;
2502;253;56;17;5;80.488;;
2503;253;55;6;6;80.51;;
2504;253;65;22;7;80.653;;
2505;253;49;15;8;80.749;;
2506;253;57;1;9;80.866;;
2507;253;87;1;10;80.909;;
2508;253;22;17;11;81.211;;
2509;253;84;27;12;81.541;;
2510;253;96;15;13;82.059;;
2511;253;44;27;14;82.062;;
2512;253;63;25;15;83.058;;
2513;253;83;18;16;83.328;;
2514;253;97;29;17;83.689;;
2515;253;69;18;18;83.76;;
2516;253;99;25;19;84.286;;
2517;253;85;30;20;84.696;;
2518;253;89;29;21;84.9;;
2519;253;64;28;22;85.157;;
2520;253;90;28;23;86.098;;
2521;253;98;30;24;87.853;;
2522;254;14;3;1;74.013;;
2523;254;71;3;2;74.213;;
2524;254;30;22;3;74.284;;
2525;254;55;6;4;74.919;;
2526;254;77;6;5;74.974;;
2527;254;56;17;6;75.354;;
2528;254;65;22;7;75.556;;
2529;254;49;15;8;75.561;;
2530;254;44;27;9;75.621;;
2531;254;87;1;10;75.652;;
2532;254;22;17;11;75.774;;
2533;254;76;1;12;76.339;;
2534;254;88;27;13;76.519;;
2535;254;83;18;14;76.596;;
2536;254;96;15;15;76.646;;
2537;254;69;18;16;76.887;;
2538;254;79;25;17;77.014;;
2539;254;63;25;18;77.213;;
2540;254;81;29;19;78.114;;
2541;254;89;29;20;78.212;;
2542;254;64;28;21;79.579;;
2543;254;90;28;22;79.745;;
2544;254;85;30;23;80.093;;
2545;254;92;30;24;81.405;;
2546;255;30;22;1;98.023;;
2547;255;55;6;2;98.888;;
2548;255;57;1;3;98.954;;
2549;255;71;3;4;99.032;;
2550;255;77;6;5;99.04;;
2551;255;14;3;6;99.155;;
2552;255;56;17;7;99.621;;
2553;255;49;15;8;100.01;;
2554;255;65;22;9;100.349;;
2555;255;22;17;10;100.381;;
2556;255;44;27;11;100.838;;
2557;255;63;25;12;101.355;;
2558;255;88;27;13;101.592;;
2559;255;79;25;14;101.977;;
2560;255;81;29;15;102.059;;
2561;255;91;15;16;102.912;;
2562;255;83;18;17;103.102;;
2563;255;69;18;18;103.542;;
2564;255;89;29;19;104.074;;
2565;255;85;30;20;106.097;;
2566;255;64;28;21;106.654;;
2567;255;90;28;22;108.267;;
2568;255;92;30;23;108.289;;
2569;255;87;1;24;1002.64;;
2570;256;71;3;1;;;
2571;256;14;3;2;;;
2572;256;30;22;3;;;
2573;256;77;6;4;;;
2574;256;55;6;5;;;
2575;256;49;15;6;;;
2576;256;22;17;7;;;
2577;256;65;22;8;;;
2578;256;56;17;9;;;
2579;256;87;1;10;;;
2580;256;84;27;11;;;
2581;256;44;27;12;;;
2582;256;81;29;13;;;
2583;256;63;25;14;;;
2584;256;69;18;15;;;
2585;256;79;25;16;;;
2586;256;83;18;17;;;
2587;256;91;15;18;;;
2588;256;89;29;19;;;
2589;256;90;28;20;;;
2590;256;64;28;21;;;
2591;256;85;30;22;;;
2592;256;92;30;23;;;
2593;256;57;1;24;;;
2594;257;102;3;1;75.962;;
2595;257;30;22;2;76.29;;
2596;257;55;6;3;77.385;;
2597;257;71;3;4;77.554;;
2598;257;49;15;5;77.806;;
2599;257;81;29;6;77.866;;
2600;257;91;15;7;77.927;;
2601;257;57;1;8;78.122;;
2602;257;50;22;9;78.183;;
2603;257;79;25;10;78.194;;
2604;257;104;29;11;78.204;;
2605;257;87;25;12;78.246;;
2606;257;100;33;13;78.321;;
2607;257;22;17;14;78.414;;
2608;257;94;18;15;78.659;;
2609;257;56;17;16;78.751;;
2610;257;77;6;17;78.855;;
2611;257;84;1;18;78.864;;
2612;257;44;27;19;79.304;;
2613;257;103;27;20;79.398;;
2614;257;65;32;21;79.483;;
2615;257;105;18;22;79.517;;
2616;257;106;33;23;79.524;;
2617;257;83;32;24;79.975;;
2618;257;92;30;25;80.729;;
2619;257;101;31;26;81.186;;
2620;258;102;3;1;70.218;;
2621;258;30;22;2;70.44;;
2622;258;71;3;3;70.771;;
2623;258;57;1;4;71.683;;
2624;258;77;6;5;71.744;;
2625;258;84;1;6;72.351;;
2626;258;78;6;7;72.372;;
2627;258;22;17;8;72.409;;
2628;258;104;29;9;72.444;;
2629;258;50;22;10;72.554;;
2630;258;49;15;11;72.686;;
2631;258;87;25;12;72.751;;
2632;258;81;29;13;72.866;;
2633;258;79;25;14;73.013;;
2634;258;105;18;15;73.016;;
2635;258;100;33;16;73.111;;
2636;258;94;18;17;73.529;;
2637;258;103;27;18;73.613;;
2638;258;91;15;19;73.855;;
2639;258;88;17;20;73.932;;
2640;258;106;33;21;74.101;;
2641;258;44;27;22;74.106;;
2642;258;65;32;23;74.424;;
2643;258;83;32;24;74.657;;
2644;258;101;31;25;74.748;;
2645;258;107;31;26;76.536;;
2646;259;102;3;1;81.548;;
2647;259;30;22;2;81.885;;
2648;259;77;6;3;82.113;;
2649;259;71;3;4;82.168;;
2650;259;109;22;5;82.717;;
2651;259;78;6;6;82.841;;
2652;259;49;15;7;83.119;;
2653;259;57;1;8;83.14;;
2654;259;79;25;9;83.322;;
2655;259;91;15;10;83.347;;
2656;259;81;29;11;83.663;;
2657;259;87;25;12;83.703;;
2658;259;84;1;13;83.858;;
2659;259;94;18;14;84.078;;
2660;259;105;18;15;84.276;;
2661;259;104;29;16;84.472;;
2662;259;103;27;17;84.678;;
2663;259;100;33;18;84.852;;
2664;259;44;27;19;84.996;;
2665;259;65;32;20;85.114;;
2666;259;110;17;21;85.234;;
2667;259;83;32;22;85.295;;
2668;259;106;33;23;85.991;;
2669;259;101;31;24;86.817;;
2670;259;92;30;25;87.143;;
2671;259;107;31;26;87.584;;
2672;259;108;30;27;87.881;;
2673;259;22;17;28;;;
2674;261;30;22;1;81.908;;
2675;261;71;3;2;82.559;;
2676;261;57;1;3;82.66;;
